"","TranscriptID","LFA_t8","LFB_t8","LFC_t8","LSA_t8","LSB_t8","LSC_t8","WFA_t8","WFB_t8","WFC_t8","WSA_t8","WSB_t8","WSC_t8"
"1","LOC111126949",3.1440249110677,3.42662119800365,3.07113435339054,3.6252848784615,3.41075422048633,3.4335064418333,3.18801306785354,3.31323284403924,3.42312563733387,3.0781178057479,3.22472601363008,3.08225104476193
"2","LOC111120752",4.18323328434297,4.30155343687329,4.33664704181347,4.75583194648783,4.39596264033863,4.63160028794354,4.46903499696809,4.4225455176508,4.61246396462356,4.18532121875247,4.48853337384053,4.62082061392785
"3","LOC111113860",5.40992625716775,5.4550229710745,5.45177286028762,5.41470505396785,5.7592426809392,5.70691380155743,5.65464129666222,5.70499215977331,5.83461810503086,5.95794105718149,5.76311434692838,5.97971981340779
"4","LOC111109452",7.98464003931302,8.00518550153844,8.12673901402842,7.96485909248576,7.79392760694752,7.9445094358734,7.90160395455686,8.23231012878017,8.24225776638086,8.12972725138522,8.05762817698745,8.03275070759944
"5","LOC111124802",6.60133286262041,6.64979349897642,6.59807090267133,6.53681243184316,6.4840891884231,6.63467721248089,6.35336082766253,6.38145260226166,6.57928892461922,6.41005642685633,6.4120779209776,6.6318436197101
"6","LOC111101273",5.02746289472915,5.20129254724008,5.24782828471951,5.12876825798271,5.24162262813684,5.09258665672827,5.31292548732689,5.41576396847244,5.46021359801164,5.19960640735215,5.30136679774666,5.01589668899616
"7","LOC111101250",5.06500899918137,5.23029288581857,5.03454500346958,5.15692320761396,5.15442180389903,5.03793109970541,4.9097324774058,5.06430405922712,5.10981717095701,5.41647384534901,4.76383176503989,4.96000751794921
"8","LOC111101262",7.95906791570975,8.03288346860927,7.92324440451447,7.8356117007702,7.86274967138508,7.872159133534,7.95245905460287,7.92883412638189,7.8602346796877,7.88641396135075,8.06202243185284,8.09262651270818
"9","LOC111133260",4.36330646519937,4.84040771490998,4.62385849153052,4.71188508088227,4.59560120820022,4.53296656191117,4.61212885871706,4.32702811909037,4.46297553381657,4.33778709210486,4.51273481921892,4.4305881055352
"10","LOC111102393",4.46567883497002,4.89581891696476,4.61312897693675,4.49432807713968,4.47896274109561,4.51963602131127,4.60295505550575,4.80971503476946,4.60622200053707,4.52186858251908,4.71630407087989,4.44319472538633
"11","LOC111101799",8.34660691850067,8.30411483836951,8.52563298233307,8.56149642227967,8.5575181694674,8.57006290451714,7.97829389389966,7.97569024748618,8.03028287654565,7.79277867201787,7.84489100920845,8.12456686241448
"12","LOC111117743",7.35019082483847,7.14802413316156,7.00123991459147,7.11848956471897,7.20102401304437,6.76951031105518,7.4517734890519,7.41274760840392,7.37964426341156,7.21189590365078,7.54216414443506,7.32445866650324
"13","LOC111117672",7.34708920753013,7.27545179362785,7.16927311447645,7.17401584002492,7.13025144387989,7.0683152563667,7.42418977307334,7.15274160995506,7.20140537406159,7.25731845452981,7.26601622790059,7.15523259499526
"14","LOC111102064",5.40199781856067,5.45155917640883,5.4401206486353,5.3770678990238,5.16544250280453,5.34112844654325,5.06523812704456,5.20555526171688,5.03020913335961,4.89041973571581,4.640906441823,4.54129225675589
"15","LOC111112773",4.31637889757025,4.21323906648751,4.50376440870191,4.31107503904776,4.4197952493486,4.46191720464573,4.36260594978927,4.52573040923471,4.75909163245901,4.51532587886147,4.56557859677133,4.46180864030757
"16","LOC111135172",3.9313474188334,4.08383124529128,4.11997240313111,3.98521252861874,3.94325827458165,3.91639870501879,3.90153426826229,3.87185296154352,4.26961477979934,4.12646683921657,3.87623353269037,3.9703401663754
"17","LOC111114201",5.08361310804853,5.06571229589385,4.80437201638632,4.95638108425224,4.86257507205362,5.16606545469018,5.05158773245604,4.97821721297403,4.98107694518875,5.06747313478042,4.92062992380715,4.91454803301865
"18","LOC111114212",7.12266711379808,7.06547016323469,7.07442793543666,6.96641188422007,7.13216605948272,7.01135290504566,7.01160061075852,7.07809206868257,6.97264622006051,6.90333499513005,7.12524061411087,7.37186594036377
