"","Cgigas_KEGGID","Day","modColor","KEGGID_pathway","pathway.name","Num.genes.all","Num.genes.exp","Gene.IDs","Rich_factor","pvalue","log10_pvalue","qvalue","Cvirginica_GeneID","Cvirginica_Protein_name"
"1","crg:105332562","Day 0","brown","crg04142","Lysosome",195,19,"105332562",0.0974358974358974,0.0000549725294187386,4.25985427963737,0.0020542366256476,"LOC111119211"," N-acetylglucosamine-1-phosphotransferase subunit gamma-like"
"2","crg:105341749","Day 0","brown","crg04142","Lysosome",195,19,"105341749",0.0974358974358974,0.0000549725294187386,4.25985427963737,0.0020542366256476,"LOC111123113"," arylsulfatase B-like"
"3","crg:105341749","Day 0","brown","crg04142","Lysosome",195,19,"105341749",0.0974358974358974,0.0000549725294187386,4.25985427963737,0.0020542366256476,"LOC111126700"," arylsulfatase B-like"
"4","crg:105349073","Day 0","brown","crg04142","Lysosome",195,19,"105349073",0.0974358974358974,0.0000549725294187386,4.25985427963737,0.0020542366256476,"LOC111126258"," arylsulfatase B-like"
"5","crg:105349073","Day 0","brown","crg04142","Lysosome",195,19,"105349073",0.0974358974358974,0.0000549725294187386,4.25985427963737,0.0020542366256476,"LOC111128025"," arylsulfatase B-like"
"6","crg:105349073","Day 0","brown","crg04142","Lysosome",195,19,"105349073",0.0974358974358974,0.0000549725294187386,4.25985427963737,0.0020542366256476,"LOC111128443"," arylsulfatase B-like"
"7","crg:105349073","Day 0","brown","crg04142","Lysosome",195,19,"105349073",0.0974358974358974,0.0000549725294187386,4.25985427963737,0.0020542366256476,"LOC111126259"," arylsulfatase B-like"
"8","crg:105348455","Day 0","brown","crg04142","Lysosome",195,19,"105348455",0.0974358974358974,0.0000549725294187386,4.25985427963737,0.0020542366256476,"LOC111127514"," beta-hexosaminidase subunit alpha-like"
"9","crg:105331753","Day 0","brown","crg04142","Lysosome",195,19,"105331753",0.0974358974358974,0.0000549725294187386,4.25985427963737,0.0020542366256476,"LOC111113026"," cathepsin L1-like"
"10","crg:105318065","Day 0","brown","crg04142","Lysosome",195,19,"105318065",0.0974358974358974,0.0000549725294187386,4.25985427963737,0.0020542366256476,"LOC111136731"," cation-dependent mannose-6-phosphate receptor-like"
"11","crg:105339958","Day 0","brown","crg04142","Lysosome",195,19,"105339958",0.0974358974358974,0.0000549725294187386,4.25985427963737,0.0020542366256476,"LOC111100629"," cation-independent mannose-6-phosphate receptor-like"
"12","crg:105339958","Day 0","brown","crg04142","Lysosome",195,19,"105339958",0.0974358974358974,0.0000549725294187386,4.25985427963737,0.0020542366256476,"LOC111100622"," cation-independent mannose-6-phosphate receptor-like"
"13","crg:105340328","Day 0","brown","crg04142","Lysosome",195,19,"105340328",0.0974358974358974,0.0000549725294187386,4.25985427963737,0.0020542366256476,"LOC111135680"," cell death-inducing p53-target protein 1 homolog"
"14","crg:105335715","Day 0","brown","crg04142","Lysosome",195,19,"105335715",0.0974358974358974,0.0000549725294187386,4.25985427963737,0.0020542366256476,"LOC111125975"," deoxyribonuclease-2-alpha-like"
"15","crg:105339566","Day 0","brown","crg04142","Lysosome",195,19,"105339566",0.0974358974358974,0.0000549725294187386,4.25985427963737,0.0020542366256476,"LOC111107171"," dipeptidyl peptidase 1-like"
"16","crg:105349075","Day 0","brown","crg04142","Lysosome",195,19,"105349075",0.0974358974358974,0.0000549725294187386,4.25985427963737,0.0020542366256476,"LOC111128029"," dmX-like protein 2"
"17","crg:105349075","Day 0","brown","crg04142","Lysosome",195,19,"105349075",0.0974358974358974,0.0000549725294187386,4.25985427963737,0.0020542366256476,"LOC111127911"," dmX-like protein 2"
"18","crg:105320698","Day 0","brown","crg04142","Lysosome",195,19,"105320698",0.0974358974358974,0.0000549725294187386,4.25985427963737,0.0020542366256476,"LOC111125083"," ganglioside GM2 activator-like"
"19","crg:105332780","Day 0","brown","crg04142","Lysosome",195,19,"105332780",0.0974358974358974,0.0000549725294187386,4.25985427963737,0.0020542366256476,"LOC111135681"," lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog"
"20","crg:105340328","Day 0","brown","crg04142","Lysosome",195,19,"105340328",0.0974358974358974,0.0000549725294187386,4.25985427963737,0.0020542366256476,"LOC111121104"," lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog"
"21","crg:105340328","Day 0","brown","crg04142","Lysosome",195,19,"105340328",0.0974358974358974,0.0000549725294187386,4.25985427963737,0.0020542366256476,"LOC111099109"," lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog"
"22","crg:105340328","Day 0","brown","crg04142","Lysosome",195,19,"105340328",0.0974358974358974,0.0000549725294187386,4.25985427963737,0.0020542366256476,"LOC111121311"," lipopolysaccharide-induced tumor necrosis factor-alpha factor-like"
"23","crg:105338718","Day 0","brown","crg04142","Lysosome",195,19,"105338718",0.0974358974358974,0.0000549725294187386,4.25985427963737,0.0020542366256476,"LOC111134525"," lysosome-associated membrane glycoprotein 1-like"
"24","crg:105342067","Day 0","brown","crg04142","Lysosome",195,19,"105342067",0.0974358974358974,0.0000549725294187386,4.25985427963737,0.0020542366256476,"LOC111122369"," tartrate-resistant acid phosphatase type 5-like"
"25","crg:105346019","Day 0","brown","crg04142","Lysosome",195,19,"105346019",0.0974358974358974,0.0000549725294187386,4.25985427963737,0.0020542366256476,"LOC111126484"," uncharacterized"
"26","crg:105346019","Day 0","brown","crg04142","Lysosome",195,19,"105346019",0.0974358974358974,0.0000549725294187386,4.25985427963737,0.0020542366256476,"LOC111126070"," uncharacterized"
"27","crg:105318712","Day 0","brown","crg03010","Ribosome",122,27,"105318712",0.221311475409836,0.00000000000000548288221686296,14.2609910835194,0.000000000000409773302523443,"LOC111133452"," 39S ribosomal protein L10, mitochondrial-like"
"28","crg:105325786","Day 0","brown","crg03010","Ribosome",122,27,"105325786",0.221311475409836,0.00000000000000548288221686296,14.2609910835194,0.000000000000409773302523443,"LOC111120981"," 39S ribosomal protein L27, mitochondrial-like"
"29","crg:105331157","Day 0","brown","crg03010","Ribosome",122,27,"105331157",0.221311475409836,0.00000000000000548288221686296,14.2609910835194,0.000000000000409773302523443,"LOC111118348"," 40S ribosomal protein S15Aa"
"30","crg:105347800","Day 0","brown","crg03010","Ribosome",122,27,"105347800",0.221311475409836,0.00000000000000548288221686296,14.2609910835194,0.000000000000409773302523443,"LOC111126281"," 40S ribosomal protein S18"
"31","crg:105332191","Day 0","brown","crg03010","Ribosome",122,27,"105332191",0.221311475409836,0.00000000000000548288221686296,14.2609910835194,0.000000000000409773302523443,"LOC111119040"," 40S ribosomal protein S2"
"32","crg:105332191","Day 0","brown","crg03010","Ribosome",122,27,"105332191",0.221311475409836,0.00000000000000548288221686296,14.2609910835194,0.000000000000409773302523443,"LOC111120976"," 40S ribosomal protein S2"
