"","Day","modColor","KEGGID_pathway","pathway.name","Num.genes.all","Num.genes.exp","Gene.IDs","Rich_factor","pvalue","log10_pvalue","qvalue"
"1","Day 0","black","crg03010","Ribosome",122,13,"105347132/105344628/105319573/105341326/105323167/105326463/105325638/105344033/105341101/105317506/105348956/105338870/105348656",0.10655737704918,0.00000000792722109540317,8.10087902887932,0.000000408877719657637
